,Stance
28005,unrelated
28006,unrelated
28007,unrelated
28008,unrelated
28009,unrelated
28010,unrelated
28011,unrelated
28012,unrelated
28013,unrelated
28014,unrelated
28015,unrelated
28016,unrelated
28017,unrelated
28018,unrelated
28019,unrelated
28020,unrelated
28021,unrelated
28022,unrelated
28023,unrelated
28024,agree
28025,disagree
28026,disagree
28027,agree
28028,discuss
28029,agree
28030,agree
28031,disagree
28032,disagree
28033,discuss
28034,disagree
28035,agree
28036,disagree
28037,disagree
28038,disagree
28039,disagree
28040,discuss
28041,disagree
28042,unrelated
28043,unrelated
28044,unrelated
28045,unrelated
28046,unrelated
28047,unrelated
28048,unrelated
28049,unrelated
28050,unrelated
28051,unrelated
28052,unrelated
28053,unrelated
28054,unrelated
28055,agree
28056,unrelated
28057,unrelated
28058,unrelated
28059,unrelated
28060,unrelated
28061,unrelated
28062,unrelated
28063,unrelated
28064,unrelated
28065,unrelated
28066,unrelated
28067,unrelated
28068,agree
28069,unrelated
28070,unrelated
28071,unrelated
28072,unrelated
28073,unrelated
28074,unrelated
28075,unrelated
28076,unrelated
28077,unrelated
28078,unrelated
28079,unrelated
28080,unrelated
28081,unrelated
28082,unrelated
28083,unrelated
28084,unrelated
28085,unrelated
28086,unrelated
28087,unrelated
28088,unrelated
28089,unrelated
28090,unrelated
28091,unrelated
28092,unrelated
28093,unrelated
28094,unrelated
28095,unrelated
28096,unrelated
28097,unrelated
28098,unrelated
28099,unrelated
28100,unrelated
28101,unrelated
28102,unrelated
28103,unrelated
28104,unrelated
28105,unrelated
28106,unrelated
28107,unrelated
28108,unrelated
28109,unrelated
28110,unrelated
28111,unrelated
28112,unrelated
28113,unrelated
28114,unrelated
28115,unrelated
28116,unrelated
28117,unrelated
28118,unrelated
28119,unrelated
28120,unrelated
28121,unrelated
28122,unrelated
28123,unrelated
28124,unrelated
28125,unrelated
28126,unrelated
28127,agree
28128,unrelated
28129,unrelated
28130,unrelated
28131,unrelated
28132,unrelated
28133,agree
28134,unrelated
28135,unrelated
28136,unrelated
28137,unrelated
28138,unrelated
28139,unrelated
28140,unrelated
28141,unrelated
28142,unrelated
28143,unrelated
28144,unrelated
28145,unrelated
28146,unrelated
28147,agree
28148,unrelated
28149,unrelated
28150,unrelated
28151,unrelated
28152,unrelated
28153,unrelated
28154,unrelated
28155,unrelated
28156,unrelated
28157,unrelated
28158,unrelated
28159,unrelated
28160,unrelated
28161,unrelated
28162,unrelated
28163,unrelated
28164,unrelated
28165,unrelated
28166,unrelated
28167,unrelated
28168,unrelated
28169,discuss
28170,unrelated
28171,discuss
28172,unrelated
28173,discuss
28174,unrelated
28175,unrelated
28176,discuss
28177,discuss
28178,discuss
28179,unrelated
28180,unrelated
28181,unrelated
28182,unrelated
28183,unrelated
28184,unrelated
28185,unrelated
28186,unrelated
28187,discuss
28188,unrelated
28189,discuss
28190,discuss
28191,unrelated
28192,unrelated
28193,discuss
28194,unrelated
28195,discuss
28196,unrelated
28197,unrelated
28198,unrelated
28199,discuss
28200,unrelated
28201,unrelated
28202,unrelated
28203,unrelated
28204,discuss
28205,discuss
28206,unrelated
28207,unrelated
28208,unrelated
28209,unrelated
28210,discuss
28211,unrelated
28212,unrelated
28213,unrelated
28214,unrelated
28215,discuss
28216,unrelated
28217,unrelated
28218,discuss
28219,discuss
28220,discuss
28221,discuss
28222,discuss
28223,discuss
28224,discuss
28225,discuss
28226,discuss
28227,discuss
28228,discuss
28229,discuss
28230,discuss
28231,agree
28232,unrelated
28233,discuss
28234,unrelated
28235,unrelated
28236,unrelated
28237,discuss
28238,discuss
28239,discuss
28240,unrelated
28241,discuss
28242,discuss
28243,discuss
28244,unrelated
28245,agree
28246,discuss
28247,unrelated
28248,discuss
28249,agree
28250,agree
28251,agree
28252,agree
28253,agree
28254,discuss
28255,unrelated
28256,discuss
28257,discuss
28258,agree
28259,agree
28260,unrelated
28261,discuss
28262,discuss
28263,discuss
28264,unrelated
28265,unrelated
28266,unrelated
28267,unrelated
28268,agree
28269,agree
28270,discuss
28271,discuss
28272,agree
28273,discuss
28274,agree
28275,agree
28276,agree
28277,unrelated
28278,unrelated
28279,agree
28280,agree
28281,unrelated
28282,agree
28283,agree
28284,agree
28285,unrelated
28286,agree
28287,agree
28288,unrelated
28289,unrelated
28290,unrelated
28291,unrelated
28292,discuss
28293,discuss
28294,unrelated
28295,discuss
28296,unrelated
28297,discuss
28298,unrelated
28299,unrelated
28300,unrelated
28301,unrelated
28302,unrelated
28303,unrelated
28304,discuss
28305,unrelated
28306,unrelated
28307,unrelated
28308,unrelated
28309,unrelated
28310,discuss
28311,unrelated
28312,discuss
28313,unrelated
28314,unrelated
28315,discuss
28316,discuss
28317,unrelated
28318,unrelated
28319,unrelated
28320,unrelated
28321,unrelated
28322,discuss
28323,unrelated
28324,unrelated
28325,unrelated
28326,unrelated
28327,discuss
28328,unrelated
28329,unrelated
28330,unrelated
28331,unrelated
28332,unrelated
28333,unrelated
28334,unrelated
28335,unrelated
28336,discuss
28337,unrelated
28338,unrelated
28339,unrelated
28340,unrelated
28341,discuss
28342,unrelated
28343,discuss
28344,unrelated
28345,discuss
28346,unrelated
28347,unrelated
28348,unrelated
28349,unrelated
28350,unrelated
28351,unrelated
28352,agree
28353,discuss
28354,unrelated
28355,unrelated
28356,unrelated
28357,unrelated
28358,discuss
28359,discuss
28360,discuss
28361,discuss
28362,unrelated
28363,unrelated
28364,unrelated
28365,discuss
28366,unrelated
28367,unrelated
28368,unrelated
28369,unrelated
28370,unrelated
28371,unrelated
28372,unrelated
28373,unrelated
28374,disagree
28375,discuss
28376,unrelated
28377,unrelated
28378,unrelated
28379,unrelated
28380,discuss
28381,unrelated
28382,unrelated
28383,agree
28384,discuss
28385,unrelated
28386,unrelated
28387,unrelated
28388,disagree
28389,discuss
28390,unrelated
28391,unrelated
28392,unrelated
28393,unrelated
28394,unrelated
28395,discuss
28396,disagree
28397,unrelated
28398,unrelated
28399,unrelated
28400,unrelated
28401,unrelated
28402,unrelated
28403,agree
28404,discuss
28405,unrelated
28406,discuss
28407,unrelated
28408,unrelated
28409,agree
28410,unrelated
28411,unrelated
28412,unrelated
28413,agree
28414,unrelated
28415,discuss
28416,unrelated
28417,discuss
28418,unrelated
28419,unrelated
28420,unrelated
28421,unrelated
28422,unrelated
28423,unrelated
28424,unrelated
28425,discuss
28426,unrelated
28427,unrelated
28428,unrelated
28429,unrelated
28430,discuss
28431,unrelated
28432,discuss
28433,agree
28434,unrelated
28435,discuss
28436,agree
28437,unrelated
28438,unrelated
28439,unrelated
28440,agree
28441,unrelated
28442,agree
28443,agree
28444,agree
28445,discuss
28446,unrelated
28447,agree
28448,unrelated
28449,unrelated
28450,agree
28451,agree
28452,discuss
28453,discuss
28454,unrelated
28455,unrelated
28456,discuss
28457,unrelated
28458,discuss
28459,agree
28460,unrelated
28461,discuss
28462,unrelated
28463,agree
28464,unrelated
28465,agree
28466,discuss
28467,agree
28468,discuss
28469,agree
28470,agree
28471,unrelated
28472,unrelated
28473,agree
28474,unrelated
28475,unrelated
28476,discuss
28477,discuss
28478,discuss
28479,unrelated
28480,unrelated
28481,discuss
28482,discuss
28483,discuss
28484,discuss
28485,discuss
28486,discuss
28487,discuss
28488,discuss
28489,agree
28490,agree
28491,agree
28492,agree
28493,discuss
28494,discuss
28495,agree
28496,agree
28497,agree
28498,agree
28499,disagree
28500,discuss
28501,agree
28502,disagree
28503,agree
28504,disagree
28505,disagree
28506,disagree
28507,discuss
28508,disagree
28509,agree
28510,disagree
28511,agree
28512,disagree
28513,disagree
28514,agree
28515,discuss
28516,disagree
28517,unrelated
28518,unrelated
28519,unrelated
28520,discuss
28521,discuss
28522,unrelated
28523,unrelated
28524,discuss
28525,discuss
28526,discuss
28527,unrelated
28528,unrelated
28529,unrelated
28530,discuss
28531,discuss
28532,unrelated
28533,unrelated
28534,agree
28535,agree
28536,unrelated
28537,agree
28538,unrelated
28539,discuss
28540,discuss
28541,agree
28542,unrelated
28543,unrelated
28544,unrelated
28545,unrelated
28546,agree
28547,unrelated
28548,agree
28549,unrelated
28550,unrelated
28551,agree
28552,unrelated
28553,agree
28554,discuss
28555,discuss
28556,unrelated
28557,discuss
28558,discuss
28559,discuss
28560,discuss
28561,unrelated
28562,discuss
28563,unrelated
28564,discuss
28565,discuss
28566,unrelated
28567,unrelated
28568,unrelated
28569,discuss
28570,discuss
28571,discuss
28572,unrelated
28573,discuss
28574,discuss
28575,discuss
28576,discuss
28577,unrelated
28578,unrelated
28579,unrelated
28580,discuss
28581,unrelated
28582,discuss
28583,unrelated
28584,discuss
28585,discuss
28586,discuss
28587,discuss
28588,discuss
28589,discuss
28590,discuss
28591,discuss
28592,discuss
28593,discuss
28594,discuss
28595,discuss
28596,discuss
28597,discuss
28598,discuss
28599,discuss
28600,discuss
28601,discuss
28602,discuss
28603,unrelated
28604,unrelated
28605,unrelated
28606,unrelated
28607,unrelated
28608,unrelated
28609,unrelated
28610,unrelated
28611,unrelated
28612,unrelated
28613,unrelated
28614,unrelated
28615,unrelated
28616,unrelated
28617,unrelated
28618,unrelated
28619,unrelated
28620,unrelated
28621,unrelated
28622,unrelated
28623,unrelated
28624,unrelated
28625,unrelated
28626,unrelated
28627,unrelated
28628,unrelated
28629,unrelated
28630,unrelated
28631,unrelated
28632,unrelated
28633,unrelated
28634,unrelated
28635,unrelated
28636,unrelated
28637,unrelated
28638,unrelated
28639,unrelated
28640,unrelated
28641,unrelated
28642,unrelated
28643,discuss
28644,unrelated
28645,unrelated
28646,unrelated
28647,unrelated
28648,unrelated
28649,unrelated
28650,unrelated
28651,discuss
28652,unrelated
28653,unrelated
28654,unrelated
28655,discuss
28656,unrelated
28657,unrelated
28658,unrelated
28659,unrelated
28660,unrelated
28661,unrelated
28662,unrelated
28663,unrelated
28664,discuss
28665,unrelated
28666,discuss
28667,unrelated
28668,unrelated
28669,discuss
28670,unrelated
28671,unrelated
28672,unrelated
28673,discuss
28674,unrelated
28675,unrelated
28676,unrelated
28677,discuss
28678,discuss
28679,unrelated
28680,unrelated
28681,unrelated
28682,discuss
28683,unrelated
28684,discuss
28685,discuss
28686,unrelated
28687,discuss
28688,unrelated
28689,discuss
28690,unrelated
28691,unrelated
28692,discuss
28693,unrelated
28694,discuss
28695,unrelated
28696,unrelated
28697,unrelated
28698,unrelated
28699,unrelated
28700,discuss
28701,discuss
28702,unrelated
28703,unrelated
28704,unrelated
28705,unrelated
28706,unrelated
28707,discuss
28708,unrelated
28709,unrelated
28710,discuss
28711,unrelated
28712,discuss
28713,unrelated
28714,discuss
28715,unrelated
28716,unrelated
28717,unrelated
28718,unrelated
28719,unrelated
28720,discuss
28721,unrelated
28722,discuss
28723,unrelated
28724,discuss
28725,unrelated
28726,discuss
28727,unrelated
28728,discuss
28729,discuss
28730,unrelated
28731,unrelated
28732,discuss
28733,unrelated
28734,unrelated
28735,unrelated
28736,discuss
28737,discuss
28738,unrelated
28739,unrelated
28740,discuss
28741,unrelated
28742,discuss
28743,unrelated
28744,unrelated
28745,discuss
28746,unrelated
28747,unrelated
28748,discuss
28749,discuss
28750,unrelated
28751,discuss
28752,discuss
28753,unrelated
28754,unrelated
28755,unrelated
28756,unrelated
28757,discuss
28758,unrelated
28759,unrelated
28760,discuss
28761,unrelated
28762,discuss
28763,discuss
28764,unrelated
28765,unrelated
28766,discuss
28767,discuss
28768,agree
28769,discuss
28770,agree
28771,discuss
28772,agree
28773,discuss
28774,agree
28775,agree
28776,agree
28777,agree
28778,agree
28779,discuss
28780,discuss
28781,discuss
28782,discuss
28783,discuss
28784,discuss
28785,discuss
28786,discuss
28787,discuss
28788,discuss
28789,discuss
28790,discuss
28791,discuss
28792,discuss
28793,discuss
28794,discuss
28795,discuss
28796,discuss
28797,discuss
28798,discuss
28799,discuss
28800,discuss
28801,discuss
28802,discuss
28803,discuss
28804,discuss
28805,discuss
28806,agree
28807,agree
28808,agree
28809,agree
28810,discuss
28811,discuss
28812,discuss
28813,discuss
28814,discuss
28815,discuss
28816,discuss
28817,discuss
28818,discuss
28819,discuss
28820,discuss
28821,discuss
28822,discuss
28823,discuss
28824,discuss
28825,discuss
28826,discuss
28827,discuss
28828,discuss
28829,discuss
28830,discuss
28831,discuss
28832,discuss
28833,discuss
28834,discuss
28835,discuss
28836,discuss
28837,discuss
28838,discuss
28839,discuss
28840,discuss
28841,discuss
28842,discuss
28843,discuss
28844,discuss
28845,discuss
28846,discuss
28847,discuss
28848,discuss
28849,discuss
28850,discuss
28851,discuss
28852,discuss
28853,discuss
28854,discuss
28855,discuss
28856,discuss
28857,discuss
28858,discuss
28859,discuss
28860,agree
28861,agree
28862,agree
28863,discuss
28864,agree
28865,agree
28866,discuss
28867,agree
28868,unrelated
28869,agree
28870,unrelated
28871,unrelated
28872,unrelated
28873,unrelated
28874,unrelated
28875,unrelated
28876,unrelated
28877,unrelated
28878,disagree
28879,agree
28880,unrelated
28881,unrelated
28882,discuss
28883,unrelated
28884,agree
28885,unrelated
28886,unrelated
28887,unrelated
28888,unrelated
28889,unrelated
28890,agree
28891,unrelated
28892,unrelated
28893,unrelated
28894,unrelated
28895,agree
28896,unrelated
28897,unrelated
28898,unrelated
28899,unrelated
28900,unrelated
28901,unrelated
28902,unrelated
28903,unrelated
28904,unrelated
28905,unrelated
28906,unrelated
28907,unrelated
28908,unrelated
28909,unrelated
28910,unrelated
28911,unrelated
28912,unrelated
28913,unrelated
28914,unrelated
28915,unrelated
28916,unrelated
28917,unrelated
28918,unrelated
28919,unrelated
28920,unrelated
28921,unrelated
28922,unrelated
28923,unrelated
28924,unrelated
28925,unrelated
28926,unrelated
28927,unrelated
28928,unrelated
28929,unrelated
28930,unrelated
28931,unrelated
28932,unrelated
28933,unrelated
28934,unrelated
28935,unrelated
28936,unrelated
28937,unrelated
28938,unrelated
28939,unrelated
28940,unrelated
28941,unrelated
28942,unrelated
28943,unrelated
28944,unrelated
28945,unrelated
28946,unrelated
28947,unrelated
28948,unrelated
28949,unrelated
28950,unrelated
28951,unrelated
28952,unrelated
28953,unrelated
28954,unrelated
28955,unrelated
28956,unrelated
28957,unrelated
28958,unrelated
28959,unrelated
28960,unrelated
28961,unrelated
28962,unrelated
28963,unrelated
28964,unrelated
28965,unrelated
28966,unrelated
28967,unrelated
28968,unrelated
28969,unrelated
28970,unrelated
28971,unrelated
28972,unrelated
28973,unrelated
28974,unrelated
28975,unrelated
28976,unrelated
28977,unrelated
28978,unrelated
28979,unrelated
28980,unrelated
28981,unrelated
28982,unrelated
28983,unrelated
28984,unrelated
28985,unrelated
28986,unrelated
28987,unrelated
28988,unrelated
28989,unrelated
28990,unrelated
28991,unrelated
28992,agree
28993,unrelated
28994,agree
28995,unrelated
28996,unrelated
28997,unrelated
28998,agree
28999,unrelated
29000,unrelated
29001,unrelated
29002,unrelated
29003,unrelated
29004,unrelated
29005,unrelated
29006,unrelated
29007,unrelated
29008,unrelated
29009,unrelated
29010,unrelated
29011,unrelated
29012,unrelated
29013,unrelated
29014,unrelated
29015,unrelated
29016,discuss
29017,unrelated
29018,unrelated
29019,discuss
29020,unrelated
29021,discuss
29022,unrelated
29023,discuss
29024,unrelated
29025,unrelated
29026,unrelated
29027,unrelated
29028,unrelated
29029,unrelated
29030,unrelated
29031,unrelated
29032,unrelated
29033,unrelated
29034,unrelated
29035,unrelated
29036,unrelated
29037,unrelated
29038,discuss
29039,unrelated
29040,unrelated
29041,unrelated
29042,discuss
29043,unrelated
29044,discuss
29045,unrelated
29046,unrelated
29047,unrelated
29048,unrelated
29049,unrelated
29050,discuss
29051,discuss
29052,disagree
29053,discuss
29054,discuss
29055,discuss
29056,agree
29057,agree
29058,disagree
29059,discuss
29060,discuss
29061,agree
29062,discuss
29063,agree
29064,agree
29065,discuss
29066,discuss
29067,discuss
29068,disagree
29069,discuss
29070,discuss
29071,agree
29072,discuss
29073,discuss
29074,discuss
29075,discuss
29076,unrelated
29077,unrelated
29078,unrelated
29079,unrelated
29080,unrelated
29081,unrelated
29082,unrelated
29083,discuss
29084,unrelated
29085,unrelated
29086,unrelated
29087,discuss
29088,unrelated
29089,unrelated
29090,discuss
29091,unrelated
29092,unrelated
29093,unrelated
29094,unrelated
29095,discuss
29096,discuss
29097,unrelated
29098,unrelated
29099,discuss
29100,unrelated
29101,unrelated
29102,unrelated
29103,discuss
29104,unrelated
29105,unrelated
29106,unrelated
29107,discuss
29108,unrelated
29109,unrelated
29110,unrelated
29111,discuss
29112,unrelated
29113,unrelated
29114,discuss
29115,discuss
29116,unrelated
29117,discuss
29118,discuss
29119,unrelated
29120,unrelated
29121,discuss
29122,unrelated
29123,discuss
29124,unrelated
29125,discuss
29126,unrelated
29127,unrelated
29128,unrelated
29129,unrelated
29130,unrelated
29131,unrelated
29132,unrelated
29133,unrelated
